Location,Training_Bias,Test_Bias_Uncorrected,Test_Bias_Corrected,RMSE_Uncorrected,RMSE_Corrected,CRPS_Uncorrected,CRPS_Corrected,SCRPS_Uncorrected,SCRPS_Corrected
0.0,-0.059067655354738235,-0.06086159870028496,-0.001793891889974475,0.7560921907424927,0.7548317909240723,0.29760247468948364,0.29599323868751526,0.7395586371421814,0.7375925183296204
1.0,-0.03752387687563896,0.024181388318538666,0.061705294996500015,0.7160676121711731,0.7179533839225769,0.27626511454582214,0.2778894603252411,0.7033874988555908,0.7062123417854309
2.0,-0.02524949423968792,0.059351224452257156,0.08460071682929993,0.8460552096366882,0.8484313488006592,0.32702305912971497,0.3289450407028198,0.7872963547706604,0.7904693484306335
3.0,-0.013320108875632286,0.034074898809194565,0.04739497974514961,0.8471491932868958,0.8476996421813965,0.31858885288238525,0.3191496431827545,0.778654158115387,0.7794743180274963
4.0,-0.05405213311314583,0.013860107399523258,0.0679122805595398,0.7695948481559753,0.7724566459655762,0.31005915999412537,0.31264665722846985,0.7607777714729309,0.7651655673980713
5.0,0.015282356180250645,0.04183855652809143,0.0265562254935503,0.8629648089408875,0.8624022006988525,0.3375103175640106,0.3370235860347748,0.8026576042175293,0.8019841313362122
6.0,0.016989096999168396,0.0058809504844248295,-0.011108125559985638,0.9539662599563599,0.9535057544708252,0.3755396008491516,0.3753257095813751,0.8536980748176575,0.8526957631111145
7.0,0.035744525492191315,0.05348455533385277,0.017740027979016304,0.7769522070884705,0.7751945853233337,0.3013956844806671,0.30012938380241394,0.7422482967376709,0.7400588989257812
8.0,0.04404030740261078,0.13899116218090057,0.09495092183351517,0.8124240636825562,0.8070465326309204,0.3132539391517639,0.3083498179912567,0.7693693041801453,0.7617546319961548
9.0,-0.06170298904180527,-0.013658192940056324,0.04804482311010361,0.8227745294570923,0.8241156339645386,0.32204189896583557,0.322892963886261,0.779907763004303,0.7810348272323608
10.0,-0.074525386095047,-0.019406605511903763,0.05511876568198204,0.756191611289978,0.758590817451477,0.2988888919353485,0.30078545212745667,0.7408598065376282,0.7453240752220154
11.0,0.05730101093649864,0.08235009014606476,0.02504906989634037,0.8198441863059998,0.8152856230735779,0.3303774893283844,0.32657966017723083,0.7856549024581909,0.7783469557762146
12.0,0.0015312645118683577,0.058579351752996445,0.05704807862639427,0.8039823770523071,0.8038915395736694,0.31292232871055603,0.3128410279750824,0.7639893293380737,0.7638669013977051
13.0,-0.04253299534320831,-0.024915402755141258,0.017617547884583473,0.9328592419624329,0.9336410164833069,0.3909142315387726,0.3914327025413513,0.8706701993942261,0.8721082210540771
14.0,-0.04940356686711311,0.02836409956216812,0.07776771485805511,0.8430306911468506,0.846423864364624,0.32867711782455444,0.33119678497314453,0.7841324210166931,0.7883244156837463
15.0,0.08880306780338287,0.16961464285850525,0.08081154525279999,0.8408628106117249,0.8301308751106262,0.33600082993507385,0.32604292035102844,0.8006972670555115,0.7866073846817017
16.0,-0.05373978987336159,0.020054485648870468,0.07379433512687683,0.8500990271568298,0.852968692779541,0.34380215406417847,0.3465713560581207,0.81267911195755,0.8171600103378296
17.0,-0.049794793128967285,-0.004828205797821283,0.04496657848358154,0.7997503280639648,0.8014158010482788,0.3094611167907715,0.3107175827026367,0.7610114812850952,0.7632541060447693
18.0,0.021512694656848907,0.09754734486341476,0.07603465765714645,0.9152786731719971,0.9134165644645691,0.3581324517726898,0.35653889179229736,0.8250974416732788,0.8227683305740356
19.0,-0.02653406374156475,0.010600859299302101,0.037134937942028046,0.8805541396141052,0.8816810250282288,0.35363706946372986,0.3543366491794586,0.822231650352478,0.8236731290817261
20.0,-0.0442877933382988,0.022604500874876976,0.06689221411943436,0.7854313850402832,0.788240373134613,0.30409151315689087,0.3065195083618164,0.7506816983222961,0.7551461458206177
21.0,-0.030911704525351524,-0.04023261368274689,-0.009320886805653572,0.8296223878860474,0.8291360139846802,0.3398979902267456,0.33912229537963867,0.804095447063446,0.8032673597335815
22.0,-0.030619006603956223,0.004556101281195879,0.035175107419490814,0.7452338933944702,0.7460026144981384,0.29646092653274536,0.2970573306083679,0.7391441464424133,0.74036705493927
23.0,-0.01701873354613781,0.1302342265844345,0.14725299179553986,0.8093951940536499,0.811869740486145,0.3074854016304016,0.30984726548194885,0.760444700717926,0.7639372944831848
24.0,-0.025454802438616753,-0.06035194918513298,-0.03489713743329048,0.9009665250778198,0.9000375866889954,0.366946816444397,0.36586886644363403,0.8393792510032654,0.8379485607147217
25.0,-0.07228446006774902,-0.05281030759215355,0.019474158063530922,0.8409360647201538,0.8409399390220642,0.3305661678314209,0.32993167638778687,0.789504885673523,0.789617657661438
26.0,0.002153238281607628,-0.08966138958930969,-0.09181465208530426,0.8590912818908691,0.8592604398727417,0.3640396296977997,0.3642229437828064,0.8417314887046814,0.8419774770736694
27.0,-0.032479505985975266,-0.02702820859849453,0.005451250821352005,1.0061904191970825,1.0063854455947876,0.4051496088504791,0.4049975574016571,0.8915026187896729,0.89179527759552
28.0,-0.04812439903616905,0.08369716256856918,0.13182151317596436,0.7773146033287048,0.7825217843055725,0.299697607755661,0.304963082075119,0.7459102869033813,0.7537313103675842
29.0,-0.0457368902862072,0.0360882394015789,0.08182507753372192,0.8400962352752686,0.8435174226760864,0.3313958942890167,0.3339499533176422,0.7933247089385986,0.797332227230072
30.0,-0.02519436739385128,0.07057466357946396,0.09576898068189621,0.741066575050354,0.7433273196220398,0.28091973066329956,0.2831259071826935,0.7123453617095947,0.7158899903297424
31.0,0.047183558344841,0.061485931277275085,0.014302399009466171,0.8789829015731812,0.8754865527153015,0.36039021611213684,0.35746464133262634,0.8273482322692871,0.8214565515518188
32.0,-0.05026574805378914,-0.04699089005589485,0.003274894319474697,0.7079892158508301,0.707129955291748,0.2940475344657898,0.293212890625,0.7289212942123413,0.7278379797935486
33.0,-0.0501408688724041,-0.02012772299349308,0.030013130977749825,0.842063307762146,0.842694878578186,0.33728766441345215,0.33765554428100586,0.7998289465904236,0.8007646203041077
34.0,-0.0442916564643383,0.010619561187922955,0.054911185055971146,0.8990713953971863,0.9007049202919006,0.35369420051574707,0.3550856113433838,0.8279553055763245,0.8302826881408691
35.0,-0.019422367215156555,0.027948403730988503,0.04737077280879021,0.8597528338432312,0.8609001040458679,0.3398967683315277,0.3407595753669739,0.8017270565032959,0.8032285571098328
36.0,-0.009474854916334152,0.047993242740631104,0.05746803432703018,0.7076840996742249,0.7083150744438171,0.28257617354393005,0.2831834554672241,0.7119844555854797,0.7130882740020752
37.0,0.033657629042863846,0.034804362803697586,0.0011467667063698173,0.865824818611145,0.8645619750022888,0.3560793697834015,0.3550737202167511,0.8258572220802307,0.8238760828971863
38.0,-0.0677579864859581,-0.09772948175668716,-0.029971443116664886,0.7654724717140198,0.7613037824630737,0.3079157769680023,0.3033784329891205,0.7530564069747925,0.7463584542274475
39.0,-0.03168930113315582,0.01845354028046131,0.05014285445213318,0.8897554278373718,0.8909101486206055,0.3569102883338928,0.35792770981788635,0.8305623531341553,0.832301139831543
40.0,-0.06397385150194168,-0.006553086917847395,0.05742081254720688,0.7093982696533203,0.7115969657897949,0.2773329019546509,0.27908194065093994,0.7016493082046509,0.7052422761917114
41.0,-0.04729418456554413,0.02126252092421055,0.06855666637420654,0.8006657361984253,0.8032512068748474,0.3206448554992676,0.3229299485683441,0.7768868803977966,0.7811444401741028
42.0,-0.051700565963983536,-0.053428977727890015,-0.0017283952329307795,0.7633795738220215,0.7620279788970947,0.3134671449661255,0.3118620812892914,0.7643415927886963,0.761786162853241
43.0,-0.04868338257074356,0.01192560326308012,0.06060895323753357,0.8349513411521912,0.8374159336090088,0.32928964495658875,0.3314807713031769,0.7913951873779297,0.7948534488677979
44.0,-0.043188005685806274,0.0808340385556221,0.12402211874723434,0.778321385383606,0.7829360961914062,0.2885139584541321,0.29288485646247864,0.7293380498886108,0.7360315918922424
45.0,-0.013171687722206116,-0.002580363303422928,0.010591310448944569,0.7866398692131042,0.787358283996582,0.3267143964767456,0.3271279036998749,0.7676947116851807,0.7690296173095703
46.0,0.015382295474410057,0.05918954312801361,0.043807253241539,0.7539623379707336,0.7529727220535278,0.29847362637519836,0.2976233661174774,0.7420691251754761,0.7405127882957458
47.0,-0.02462734468281269,-0.0031200845260173082,0.021507276222109795,0.7800523042678833,0.7802734375,0.32318663597106934,0.3233271539211273,0.7826718091964722,0.7830857634544373
48.0,-0.0638350397348404,0.03288118913769722,0.09671629220247269,0.8262425661087036,0.8309144973754883,0.32094839215278625,0.32487043738365173,0.7787678837776184,0.7850030660629272
49.0,-0.054367274045944214,-0.02231164090335369,0.03205562010407448,0.819015622138977,0.8196837306022644,0.3352905511856079,0.3357640206813812,0.7974273562431335,0.7985019683837891
50.0,-0.0368494875729084,0.0026733700651675463,0.03952284902334213,0.8098595142364502,0.8107204437255859,0.3182404041290283,0.3189716935157776,0.7750460505485535,0.7759140729904175
51.0,0.06121582165360451,0.09661298245191574,0.03539711609482765,0.7519608736038208,0.7480067014694214,0.3000218868255615,0.2960788905620575,0.74310302734375,0.7370090484619141
52.0,-0.056803394109010696,-0.01933382637798786,0.03746955469250679,0.8562410473823547,0.8573554158210754,0.3546946942806244,0.3552665710449219,0.8253880739212036,0.8265125751495361
53.0,-0.010832447558641434,-0.04664495214819908,-0.035812508314847946,0.7640547752380371,0.7635945081710815,0.28935790061950684,0.2888665497303009,0.7267663478851318,0.7259955406188965
54.0,0.08127062767744064,0.08972648531198502,0.008455834351480007,0.872873067855835,0.8683386445045471,0.32625728845596313,0.3223223090171814,0.7880088686943054,0.7826343774795532
55.0,-0.009898241609334946,0.08305705338716507,0.09295524656772614,0.797378659248352,0.7982732057571411,0.30927136540412903,0.310153067111969,0.7604884505271912,0.76183021068573
56.0,-0.03426555171608925,-0.04755410924553871,-0.013288590125739574,0.7311882972717285,0.7301359176635742,0.28722167015075684,0.28621017932891846,0.720228374004364,0.7188724875450134
57.0,-0.02361108921468258,0.040422845631837845,0.06403391808271408,0.722203254699707,0.7235747575759888,0.2799484431743622,0.28125613927841187,0.7117589712142944,0.7139326333999634
58.0,-0.070598304271698,0.055745236575603485,0.1263435184955597,0.9238767623901367,0.9302423000335693,0.36388805508613586,0.36965301632881165,0.8360302448272705,0.8445887565612793
59.0,-0.06111413985490799,-0.002528401790186763,0.058585766702890396,0.7132732272148132,0.7155090570449829,0.2807666063308716,0.28279027342796326,0.708920955657959,0.7125304937362671
60.0,0.02007931098341942,0.06300421804189682,0.042924921959638596,0.8393468856811523,0.8380146622657776,0.3370587229728699,0.33600154519081116,0.802505612373352,0.8005728125572205
61.0,-0.020180718973279,0.0113693717867136,0.031550079584121704,0.8330714106559753,0.8338378667831421,0.33295705914497375,0.33349609375,0.7930686473846436,0.7941361665725708
62.0,0.0077730817720294,0.017271429300308228,0.009498355910182,0.8160979747772217,0.81597501039505,0.3225417137145996,0.32240742444992065,0.7811250686645508,0.7808598279953003
63.0,-0.05664268881082535,-0.027498191222548485,0.02914448082447052,0.710059404373169,0.7104722261428833,0.28588077425956726,0.2862494885921478,0.7183250784873962,0.7192794680595398
64.0,-0.04288151115179062,-0.06731580197811127,-0.02443431317806244,0.8032709956169128,0.8015792965888977,0.33086222410202026,0.3290672302246094,0.7901850342750549,0.787905216217041
65.0,0.024675946682691574,0.12673470377922058,0.10205882787704468,0.8635852336883545,0.8605351448059082,0.34537190198898315,0.3426125943660736,0.8136524558067322,0.8094612956047058
66.0,0.03460505232214928,0.06161295250058174,0.027007926255464554,0.8225184082984924,0.8209250569343567,0.30765509605407715,0.30598095059394836,0.757804811000824,0.7553480863571167
67.0,-0.062039174139499664,0.018750185146927834,0.08078938722610474,0.8075312972068787,0.811395525932312,0.3203181326389313,0.32355251908302307,0.7762207984924316,0.7821167707443237
68.0,0.01967892423272133,0.06742807477712631,0.04774913564324379,0.596864640712738,0.5947256684303284,0.2479671835899353,0.24621044099330902,0.6394089460372925,0.6348909735679626
69.0,-0.052034761756658554,0.002665923209860921,0.05470072850584984,0.8157225251197815,0.8174923658370972,0.33200931549072266,0.33334076404571533,0.7914921641349792,0.7937707304954529
70.0,-0.024370623752474785,0.07286184281110764,0.09723249077796936,0.8692848086357117,0.8716719150543213,0.34506458044052124,0.34718000888824463,0.8077625632286072,0.8109979033470154
71.0,-0.03181808069348335,0.01912296935915947,0.05094102397561073,0.9295750260353088,0.9305216670036316,0.3691955506801605,0.36998218297958374,0.8485023379325867,0.8496600389480591
72.0,-0.04322502762079239,0.03750615194439888,0.08073113858699799,1.14909029006958,1.1511566638946533,0.4268275201320648,0.4289211332798004,0.9227548837661743,0.9248481392860413
73.0,-0.04302595183253288,0.0038264275062829256,0.04685239866375923,0.71612548828125,0.7173590064048767,0.2801250219345093,0.2812865972518921,0.7103257179260254,0.7122982740402222
74.0,0.05785271152853966,0.13536670804023743,0.07751397788524628,0.9341617822647095,0.9280610084533691,0.3784438371658325,0.3731386065483093,0.8574538826942444,0.8497888445854187
75.0,-0.030778052285313606,0.09389270097017288,0.12467078864574432,0.8696326017379761,0.8730307221412659,0.3416006863117218,0.3446483314037323,0.8110710978507996,0.8155208826065063
76.0,-0.03733839467167854,0.00660655926913023,0.04394496977329254,0.723003089427948,0.724357545375824,0.28484365344047546,0.2860313355922699,0.7152385115623474,0.7174198031425476
77.0,-0.019072437658905983,0.02519562467932701,0.04426809027791023,0.8166301846504211,0.8174945116043091,0.3307205140590668,0.33156663179397583,0.7835923433303833,0.7852009534835815
78.0,-0.04172740504145622,0.03550548851490021,0.07723289728164673,0.9745423197746277,0.9767343997955322,0.3654167354106903,0.3675917983055115,0.8485763072967529,0.8514673113822937
79.0,0.006592882797122002,0.013247033581137657,0.00665413960814476,0.8769392967224121,0.8768060207366943,0.3597123622894287,0.3596642017364502,0.8324487805366516,0.8323375582695007
80.0,-0.05024260655045509,0.019114471971988678,0.06935707479715347,0.7518747448921204,0.754261314868927,0.30168405175209045,0.3039776086807251,0.7459515333175659,0.7498242855072021
81.0,-0.04714773967862129,-0.06046319007873535,-0.013315432704985142,0.790686845779419,0.7892035841941833,0.32254862785339355,0.3207235336303711,0.7768867015838623,0.774200439453125
